Player,Category,Country,Role,Runs Scored,Batting Strike Rate,Batting Average,No of Sixes,No of Fours,Balls Faced,Total career dot balls played,No of Centuries Scored,No of Half Centuries Scored,Wickets Taken,3 Wicket Hauls,5 Wicket Hauls,Bowling Strike Rate,Bowling Economy,Bowling Average,Runs Conceded,Sixes Conceded,Fours Conceded,Dot Balls Bowled,Maidens Bowled,Age of the Player,Capped/Uncapped,Last Auction Price Sold (in Crs),5 Wicket hauls,No of Catches,No of Stumpings,No of Run Outs
Synthetic_Player_71,International,Netherlands,Fast-All Rounder,561.96,163.07,26.74,30,44,437,144,0,2,38,3,0,6.49,9.01,25.88,1004,28,88,197,0,27,Capped,1.18,,,,
Synthetic_Player_72,International,New Zealand,Spin-All Rounder,1329.45,163.73,26.28,54,115,1010,364,0,8,24,0,0,3.79,8.06,36.47,790,34,61,197,1,33,Capped,0.03,,,,
Synthetic_Player_73,International,India,Spin-All Rounder,185.2,134.58,12.8,11,2,90,48,0,-1,51,2,0,5.09,7.82,25.18,1519,68,100,398,1,30,Uncapped,2.07,,,,
Synthetic_Player_74,International,New Zealand,Fast-All Rounder,3307.9,193.64,27.65,159,242,2402,766,0,12,221,21,1,5.95,8.4,30.16,5656,190,435,1291,3,40,Capped,0.65,,,,
Synthetic_Player_75,International,New Zealand,Spin-All Rounder,1789.06,131.05,28.66,59,150,1417,447,0,11,36,2,0,4.36,7.77,31.26,1094,52,84,296,1,32,Capped,0.28,,,,
Synthetic_Player_76,International,Netherlands,Fast-All Rounder,1371.28,147.53,21.98,80,92,914,324,0,4,156,17,0,5.65,8.44,27.6,3834,146,324,995,3,32,Capped,2.44,,,,
Synthetic_Player_77,International,India,Spin-All Rounder,1512.06,158.15,19.59,74,116,1188,391,0,4,175,13,0,4.1,7.08,31.63,4753,197,294,1362,3,34,Capped,15.29,,,,
Synthetic_Player_78,International,New Zealand,Fast-All Rounder,2237.72,142.04,25.3,112,169,1638,511,0,10,100,6,0,4.78,8.82,28.88,2828,98,218,576,0,31,Capped,0.8,,,,
Synthetic_Player_79,International,USA,Fast-All Rounder,757.94,359.26,37.64,26,68,487,152,1,4,20,0,0,5.14,10.36,34.52,546,19,36,146,0,24,Capped,12.9,,,,
Synthetic_Player_80,International,Australia,Fast-All Rounder,2550.79,208.52,24.9,151,194,1750,592,0,11,62,1,0,4.69,8.96,32.88,1960,72,133,352,1,36,Capped,2.04,,,,
Synthetic_Player_81,International,Sri Lanka,Fast-All Rounder,640.72,143.43,23.68,28,51,488,170,0,3,24,2,0,4.48,8.51,35.53,815,31,57,209,1,31,Capped,1.93,,,,
Synthetic_Player_82,International,South Africa,Spin-All Rounder,246.77,169.24,17.53,17,23,186,89,0,2,62,3,1,5.76,7.24,18.63,1255,47,94,441,2,28,Capped,1.75,,,,
Synthetic_Player_83,International,Australia,Spin-All Rounder,2967.76,177,26.95,149,244,2064,683,0,18,45,2,0,4.03,8.22,31.78,1445,58,79,347,1,36,Capped,2.42,,,,
Synthetic_Player_84,International,USA,Fast-All Rounder,981.79,131.83,32.14,44,65,768,212,0,5,13,0,0,7.29,9.35,19.71,301,12,34,43,0,27,Uncapped,1.15,,,,
Synthetic_Player_85,International,England,Fast-All Rounder,2196.59,176.92,24.79,126,154,1597,514,0,5,174,16,1,5.58,8.17,30.36,4283,158,326,1149,5,30,Capped,4.96,,,,
Synthetic_Player_86,International,India,Spin-All Rounder,1260.34,142.73,24.19,52,103,925,307,0,5,20,2,0,3.03,8.38,47.34,678,28,40,153,0,29,Capped,5.04,,,,
Synthetic_Player_87,International,South Africa,Fast-All Rounder,834.89,121.22,21.35,47,56,604,214,0,2,86,6,1,5.43,8.01,22.94,2032,74,165,590,3,27,Capped,2.56,,,,
Synthetic_Player_88,International,India,Fast-All Rounder,1893.16,139.9,23.96,76,145,1390,413,0,5,136,13,0,5.01,8.78,27.92,3935,155,324,899,1,34,Capped,9.33,,,,
Synthetic_Player_89,International,India,Fast-All Rounder,545.36,131.87,28.31,28,40,433,146,0,4,23,1,0,4.37,10.1,44.33,798,35,58,152,0,29,Capped,3.53,,,,
Synthetic_Player_90,International,Sri Lanka,Fast-All Rounder,617.15,141.96,24.28,28,48,483,186,0,3,26,2,0,4.69,7.65,28.5,729,25,51,183,1,28,Capped,0.82,,,,
Synthetic_Player_91,International,India,Spin-All Rounder,1489.44,146.14,23.29,54,126,1128,387,0,4,63,4,0,4.07,7.66,31.48,1874,75,123,485,1,34,Capped,2.26,,,,
Synthetic_Player_92,International,Australia,Fast-All Rounder,1921.19,256.1,28.02,102,154,1273,444,0,9,46,1,0,5.08,9.36,30.89,1402,52,98,272,0,34,Capped,2.46,,,,
Synthetic_Player_93,International,India,Spin-All Rounder,1619.42,154.45,20.68,60,101,1168,359,0,3,161,14,1,4.43,7.94,30.78,4645,195,322,1163,2,37,Capped,11.65,,,,
Synthetic_Player_94,International,West Indies,Spin-All Rounder,1666.24,141.07,23.26,75,137,1340,463,0,7,79,4,0,4.69,7.86,26.28,2258,86,154,569,2,30,Capped,0.02,,,,
Synthetic_Player_95,International,USA,Fast-All Rounder,1431.38,209.4,39.64,57,103,1080,284,0,5,3,-2,0,6.83,9.77,22.08,267,5,10,27,0,31,Uncapped,5.47,,,,
Synthetic_Player_96,International,Australia,Fast-All Rounder,1296.55,142.13,31.55,66,101,930,299,1,8,36,2,0,5.46,9.37,34.95,920,45,83,180,1,34,Capped,10.89,,,,
Synthetic_Player_97,Domestic,India,Spin-All Rounder,124.23,130.13,17.74,1,16,79,16,0,0,1,1,0,3.95,7.72,33.9,248,26,13,98,0,27,Uncapped,2.17,,,,
Synthetic_Player_98,International,West Indies,Fast-All Rounder,1676.65,148.6,23.12,101,113,1299,435,0,5,132,7,0,5.3,7.91,24.61,3342,130,246,950,6,31,Capped,2.42,,,,
Synthetic_Player_99,International,USA,Spin-All Rounder,939.02,136.84,27.27,50,71,699,250,0,5,23,1,0,4.94,8.02,29.14,651,25,47,136,1,30,Capped,0.77,,,,
Synthetic_Player_100,International,Afghanistan,Fast-All Rounder,1582.76,153.55,27.38,85,121,1083,365,0,7,55,3,0,5.5,9.27,31.7,1625,60,133,315,0,33,Capped,3.57,,,,
Synthetic_Player_101,International,India,Spin-All Rounder,993.69,133.4,13.34,66,95,963,321,0,3,163,8,0,4.27,7.36,28.89,4588,171,256,1280,4,35,Capped,9.48,,,,
Synthetic_Player_102,Domestic,India,Spin-All Rounder,1666.03,143.17,22.17,67,149,1304,459,0,4,90,6,0,3.96,7.36,29.85,2661,97,169,690,1,35,Uncapped,2.88,,,,
Synthetic_Player_103,Domestic,India,Spin-All Rounder,1512.9,138.54,21.22,57,137,1265,417,0,3,83,7,0,4.02,7.58,31.18,2423,84,146,567,1,34,Uncapped,4.23,,,,
Synthetic_Player_104,International,Sri Lanka,Spin-All Rounder,1038.96,130.19,22.46,42,90,772,269,0,5,15,1,0,2.61,8.55,48.64,506,27,32,143,0,28,Capped,2.58,,,,
Synthetic_Player_105,International,Australia,Fast-All Rounder,2262.46,167.87,30.07,129,172,1617,564,2,16,48,4,0,5.02,8.85,26.99,1382,58,116,275,1,32,Capped,6.74,,,,
Synthetic_Player_106,International,Netherlands,Fast-All Rounder,653.35,70.23,26.59,29,43,531,160,0,3,10,1,0,8.98,8.81,16.9,178,5,5,50,0,26,Uncapped,0.43,,,,
Synthetic_Player_107,International,India,Fast-All Rounder,3455.75,129.1,29.69,160,262,2493,759,0,12,165,15,1,5.4,8.98,30.28,4716,170,366,962,1,39,Capped,8.92,,,,
Synthetic_Player_108,International,India,Fast-All Rounder,329.36,172.92,29,16,27,265,91,0,2,11,0,0,4.98,10.57,37.64,325,15,19,64,0,26,Capped,4.35,,,,
Synthetic_Player_109,International,India,Spin-All Rounder,574.29,130.74,19.08,22,38,465,164,0,1,50,2,0,4.14,8.1,32.1,1525,69,110,388,1,31,Capped,1.84,,,,
Synthetic_Player_110,International,Australia,Spin-All Rounder,3269.68,161.41,29.87,138,274,2285,764,2,25,51,5,0,4.1,7.62,24.41,1397,43,98,433,0,32,Capped,0.44,,,,
Synthetic_Player_111,International,New Zealand,Spin-All Rounder,1884.31,143.08,27.25,77,154,1410,469,0,10,60,3,0,4.75,8.02,29.34,1709,72,119,427,1,32,Capped,0.81,,,,
Synthetic_Player_112,International,Sri Lanka,Fast-All Rounder,786.09,140.39,22.64,35,58,599,226,0,3,32,2,0,4.17,8.03,33.19,1020,41,77,245,1,29,Capped,0.34,,,,
Synthetic_Player_113,Domestic,India,Spin-All Rounder,866.22,159.12,19.05,34,64,658,233,0,1,63,5,0,4.15,8.53,33.89,2065,85,168,503,1,32,Uncapped,2.3,,,,
Synthetic_Player_114,International,New Zealand,Fast-All Rounder,1294.94,150.63,38.4,60,115,956,258,1,8,12,1,0,4.56,9.91,39.13,342,18,36,79,0,30,Capped,10.91,,,,
Synthetic_Player_115,International,South Africa,Fast-All Rounder,713.32,118.42,18.94,40,50,542,202,0,2,81,5,0,5.14,7.91,22.01,1993,75,158,614,2,27,Capped,3,,,,
Synthetic_Player_116,International,India,Spin-All Rounder,1446.47,144.67,18.99,68,123,1225,413,0,4,129,7,0,4.14,7.33,28.41,3657,138,212,980,2,34,Capped,5.58,,,,
Synthetic_Player_117,International,Afghanistan,Fast-All Rounder,1492.57,131.01,28.91,72,103,1089,369,0,7,49,2,0,5.37,8.14,24.47,1305,47,107,350,1,30,Capped,0.45,,,,
Synthetic_Player_118,International,Sri Lanka,Spin-All Rounder,1220.32,150.65,25.61,48,97,892,305,0,6,26,1,0,3.82,8.33,39.57,865,35,59,200,0,31,Capped,2.08,,,,
Synthetic_Player_119,International,Ireland,Fast-All Rounder,580.93,135.47,22.32,26,38,466,160,0,2,38,2,0,4.89,8.51,29.78,1154,46,88,273,1,27,Capped,0.42,,,,
Synthetic_Player_120,International,Ireland,Fast-All Rounder,539.88,142.2,24.02,25,36,320,118,0,3,9,0,0,4.33,8.12,33.26,330,16,19,95,0,25,Capped,0.24,,,,
Synthetic_Player_121,International,India,Fast-All Rounder,422.52,89.43,23.72,20,32,375,114,0,2,20,1,0,9.61,9.18,19.13,510,21,27,127,0,28,Capped,1.45,,,,
Synthetic_Player_122,International,Sri Lanka,Spin-All Rounder,1004.3,137.28,23.02,36,83,760,263,0,4,21,1,0,3.42,7.86,39.57,813,32,42,204,1,32,Capped,1.06,,,,
Synthetic_Player_123,International,India,Fast-All Rounder,614.56,147.01,17.89,27,48,472,172,0,2,57,4,0,4.18,9.32,36.33,2122,88,194,479,2,31,Uncapped,0.49,,,,
Synthetic_Player_124,International,New Zealand,Spin-All Rounder,3298.39,134.63,39.16,165,259,2381,700,1,24,17,1,0,4.92,9.28,32.4,331,11,22,40,0,32,Capped,0.18,,,,
Synthetic_Player_125,Domestic,India,Spin-All Rounder,1732.64,153.36,27.66,89,131,1154,409,0,6,16,3,0,2.7,9.09,61.42,608,35,45,144,1,25,Uncapped,14.14,,,,
Synthetic_Player_126,International,Netherlands,Spin All Rounder,467.14,132.19,25.17,25,35,337,115,0,2,9,1,0,6.76,7.97,19.9,145,5,15,30,0,26,Capped,1.42,,,,
Synthetic_Player_127,International,South Africa,Spin-All Rounder,1200.16,331.94,32.89,47,88,912,287,0,5,19,0,0,8.07,8.84,18.27,416,11,15,117,0,31,Uncapped,2.36,,,,
Synthetic_Player_128,International,England,Fast-All Rounder,2039.08,210.18,24.94,109,160,1477,472,0,7,94,6,0,5.17,8.85,27.72,2509,86,202,553,1,31,Capped,6.08,,,,
Synthetic_Player_129,International,New Zealand,Fast-All Rounder,1562.45,135.91,31.53,81,117,1084,330,0,8,40,2,0,6.01,9.37,31.05,1075,45,87,184,0,35,Capped,4.65,,,,
Synthetic_Player_130,International,West Indies,Spin All Rounder,2534.69,327.04,27.09,118,194,1855,569,0,13,53,0,0,4.48,7.62,27.53,1552,59,87,461,2,35,Capped,0.3,,,,
Synthetic_Player_131,International,England,Spin All Rounder,1454.46,131.56,18.42,66,151,1514,466,0,7,106,7,0,4.49,7.44,26.11,2854,105,175,732,4,31,Capped,0.03,,,,
Synthetic_Player_132,International,Sri Lanka,Spin-All Rounder,1175.12,133.85,23.68,45,103,888,294,0,6,21,2,0,2.97,8.11,44.83,728,30,43,177,0,31,Capped,2.26,,,,
Synthetic_Player_133,International,India,Spin-All Rounder,809.52,143.89,21.03,33,75,691,232,0,3,40,3,0,3.79,8.74,37.87,1447,59,103,315,1,31,Capped,2.06,,,,
Synthetic_Player_134,International,India,Spin-All Rounder,200.98,109.29,11.47,8,3,130,63,0,0,116,8,1,5.21,8,26.03,3279,130,237,898,3,34,Capped,6.12,,,,
Synthetic_Player_135,International,New Zealand,Spin-All Rounder,2144.21,139.25,30.29,93,171,1526,487,0,13,44,3,0,4.84,8.15,27.15,1229,59,92,326,1,33,Capped,1.28,,,,
Synthetic_Player_136,International,Australia,Fast-All Rounder,3122.89,154.71,25.22,174,211,2197,706,0,9,144,10,1,4.99,8.56,31.18,4010,143,274,870,2,36,Capped,5.32,,,,
Synthetic_Player_137,International,India,Fast-All Rounder,1314.93,136.97,28.02,72,106,898,335,0,6,25,3,0,4.48,9.76,45.03,910,42,78,218,0,33,Capped,10.21,,,,
Synthetic_Player_138,International,USA,Spin All Rounder,887.22,153.37,23.94,49,55,594,227,0,5,30,2,0,4.86,7.46,24.17,769,33,66,250,0,22,Capped,1.74,,,,
Synthetic_Player_139,International,New Zealand,Fast-All Rounder,2710.25,179.3,27.84,136,192,1979,647,0,9,216,22,1,6.06,8.31,30.69,5412,193,432,1297,4,37,Capped,0.22,,,,
Synthetic_Player_140,International,West Indies,Spin-All Rounder,199.8,104.13,16.44,16,10,72,47,0,-1,65,5,1,6.32,8.06,20.32,1344,59,92,354,2,30,Capped,0.45,,,,
Synthetic_Player_141,International,England,Fast-All Rounder,528.99,122.05,19.99,25,38,431,151,0,2,33,2,0,3.92,9.15,39.09,1382,60,98,283,1,29,Capped,0.92,,,,
Synthetic_Player_142,International,West Indies,Spin-All Rounder,-161.66,157.96,10.29,3,5,123,-7,0,0,41,2,1,7.31,7.12,15.87,739,26,46,291,1,29,Capped,0.5,,,,
Synthetic_Player_143,International,West Indies,Spin-All Rounder,1356.28,159.27,20.54,71,98,994,344,0,4,117,5,0,4.51,7.41,25.4,3074,126,201,899,3,30,Capped,6.61,,,,
Synthetic_Player_144,International,England,Fast-All Rounder,1198.24,131.83,19.66,51,104,816,213,0,3,141,17,1,6.24,9.5,24.31,3595,123,303,689,1,32,Capped,0.74,,,,
Synthetic_Player_145,International,Afghanistan,Fast-All Rounder,1491.44,174.52,26.5,102,89,994,325,0,3,146,11,0,6.1,8.09,24.51,3190,125,298,1061,8,27,Capped,8.36,,,,
Synthetic_Player_146,International,India,Fast-All Rounder,836.01,151.59,18.1,31,66,601,212,0,2,92,7,0,4.8,8.9,30.19,2813,105,260,658,2,32,Uncapped,1.4,,,,
Synthetic_Player_147,International,Sri Lanka,Spin-All Rounder,1082.18,143.73,26.46,54,93,785,300,0,7,-3,-1,0,3.12,8.61,44.16,43,5,2,-8,0,27,Capped,2.44,,,,
Synthetic_Player_148,International,India,Fast-All Rounder,1046.74,154.85,20.68,44,82,746,269,0,3,77,6,0,4.77,8.72,29.72,2324,88,215,556,1,31,Capped,1.31,,,,
Synthetic_Player_149,International,USA,Fast-All Rounder,774.59,125.57,34.68,30,59,542,166,0,4,12,1,0,6.02,10.74,31.12,365,14,31,65,0,26,Uncapped,1.39,,,,
Synthetic_Player_150,International,Australia,Spin-All Rounder,802,124.05,16.57,37,65,783,261,0,2,105,7,0,4.4,7.48,23.82,2618,108,156,712,3,29,Capped,3.06,,,,
Synthetic_Player_151,International,USA,Fast-All Rounder,863.85,111.78,27.43,41,55,686,224,0,5,31,2,0,6.12,8.12,21.95,739,26,59,183,0,25,Capped,0.13,,,,
Synthetic_Player_152,International,USA,Fast-All Rounder,622.23,189.72,31.65,18,52,539,149,0,4,17,1,0,7.3,10.3,26.81,506,21,45,65,0,28,Capped,0.93,,,,
Synthetic_Player_153,International,Australia,Fast-All Rounder,1367.05,428.23,35.24,63,114,979,302,1,7,32,1,0,4.93,8.81,26.63,896,27,70,201,0,31,Capped,9.81,,,,
Synthetic_Player_154,International,West Indies,Fast-All Rounder,1759.06,139.71,23.18,110,121,1351,454,0,4,156,10,0,5.42,7.98,25.68,3950,150,296,1101,6,33,Capped,3.29,,,,
Synthetic_Player_155,International,West Indies,Fast-All Rounder,1214.53,150.77,14.7,92,102,1175,384,0,3,170,8,0,5.19,7.9,24.86,4353,162,293,1180,8,34,Capped,6.25,,,,
Synthetic_Player_156,International,Australia,Fast-All Rounder,2535.02,190.36,28.34,161,144,1722,583,0,4,256,29,2,6.31,8.31,39.28,5668,219,465,1584,9,31,Capped,4.85,,,,
Synthetic_Player_157,International,India,Fast-All Rounder,1050.53,150.01,24.98,57,74,761,270,0,5,43,2,0,5.65,8.77,28.55,1126,46,95,260,1,31,Capped,2.78,,,,
Synthetic_Player_158,International,India,Fast-All Rounder,542.63,145.32,13.44,20,32,425,142,0,2,129,9,0,5.08,8.53,27.25,3742,141,304,943,3,36,Capped,4.03,,,,
Synthetic_Player_159,International,India,Fast-All Rounder,408.69,119.99,17.42,19,27,330,122,0,1,40,2,0,4.26,8.77,35.53,1483,69,117,331,1,30,Uncapped,1.3,,,,
Synthetic_Player_160,International,USA,Fast-All Rounder,914.08,84.97,32.99,37,65,744,217,0,4,12,1,0,8.3,9.53,19.57,187,7,13,18,0,29,Uncapped,0.72,,,,
Synthetic_Player_161,International,South Africa,Fast-All Rounder,1653.19,120.28,23.3,71,141,1348,434,0,8,72,3,0,4.47,8.27,28.84,2166,77,156,463,1,31,Capped,0.29,,,,
Synthetic_Player_162,International,New Zealand,Spin-All Rounder,1646.86,141.96,25.14,64,134,1253,425,0,8,65,3,0,4.54,7.91,29.63,1861,79,124,466,1,33,Capped,0.9,,,,
Synthetic_Player_163,International,South Africa,Fast-All Rounder,1626.52,129.18,25.75,71,128,1251,419,0,8,63,2,0,4.73,8.33,28.67,1871,67,139,415,1,31,Capped,0.07,,,,
Synthetic_Player_164,International,New Zealand,Fast-All Rounder,2249.54,153.98,25.33,121,165,1512,493,0,9,116,8,0,5.51,9.19,28.34,3148,109,268,616,0,33,Capped,1.58,,,,
Synthetic_Player_165,International,Afghanistan,Spin-All Rounder,102.12,127.98,11.52,1,18,109,49,0,0,127,12,0,5.05,7.82,23.84,3316,120,253,961,4,32,Uncapped,8.56,,,,
Synthetic_Player_166,International,South Africa,Fast-All Rounder,1511.46,606.74,28.03,76,126,1164,342,0,6,78,8,0,6.19,8.59,22.53,1825,53,173,520,1,28,Capped,1.67,,,,
Synthetic_Player_167,International,Australia,Fast-All Rounder,1299.41,322.43,37.73,72,118,893,339,2,6,19,1,0,3.14,9.26,39.17,606,25,41,152,0,29,Capped,23.06,,,,
Synthetic_Player_168,International,New Zealand,Fast-All Rounder,2061.42,154.21,31.52,88,176,1465,465,1,15,20,1,0,4.34,9.59,38.18,645,22,45,157,0,34,Capped,1.97,,,,
Synthetic_Player_169,International,USA,Fast-All Rounder,678.7,214.98,32.14,24,53,548,164,0,4,23,1,0,6.62,9.98,26.87,604,20,42,111,0,28,Capped,0.38,,,,
Synthetic_Player_170,International,England,Spin-All Rounder,1199.98,146.64,15.88,64,118,1261,405,0,5,123,8,0,4.58,7.6,25.62,3192,120,198,817,5,30,Capped,1.09,,,,
Synthetic_Player_171,International,New Zealand,Spin-All Rounder,1542.77,148.89,27.29,57,123,1126,370,0,8,40,1,0,4.32,8.2,34.51,1203,53,86,285,0,33,Capped,1.54,,,,
Synthetic_Player_172,International,Afghanistan,Fast-All Rounder,1094.08,134.58,25.94,55,74,819,289,0,5,55,3,0,5.28,8.42,27.09,1494,52,117,363,1,30,Capped,0.12,,,,
Synthetic_Player_173,International,New Zealand,Spin-All Rounder,2810.69,154.82,35.26,101,241,2003,594,1,21,24,4,0,4.46,8.17,27.27,665,27,52,209,0,33,Capped,0.87,,,,
Synthetic_Player_174,Domestic,India,Spin-All Rounder,1392.49,148.66,22.31,53,118,1071,371,0,3,63,4,0,4.13,7.86,31.64,1889,72,129,456,1,33,Capped,2.65,,,,
Synthetic_Player_175,International,USA,Spin All Rounder,1012.98,130.64,29.07,48,65,808,276,0,5,-3,3,0,7.19,7.41,17.45,-218,10,23,32,-1,25,Uncapped,0.07,,,,
Synthetic_Player_176,International,India,Fast-All Rounder,2168.12,179.32,24.7,116,169,1565,503,0,7,94,6,1,5.02,8.83,28.12,2597,91,201,575,1,31,Capped,7.08,,,,
Synthetic_Player_177,International,West Indies,Fast-All Rounder,1874.92,137.11,23.9,117,130,1468,484,0,6,159,13,0,5.71,8.19,26.45,3978,145,307,1041,5,35,Capped,0.19,,,,
Synthetic_Player_178,International,England,Spin-All Rounder,1393.18,160.11,24.89,51,126,1046,323,0,6,39,2,0,3.74,8.87,38.83,1331,51,104,284,1,33,Capped,2.36,,,,
Synthetic_Player_179,International,West Indies,Fast-All Rounder,408.88,142.72,19.56,19,30,315,118,0,2,35,2,0,4.91,7.66,25.37,913,35,79,250,1,26,Capped,0.61,,,,
Synthetic_Player_180,International,South Africa,Fast-All Rounder,773.78,139.27,19.88,31,70,673,228,0,3,44,2,0,3.88,8.53,35.26,1502,62,117,355,1,31,Capped,0.29,,,,
Synthetic_Player_181,International,Sri Lanka,Fast-All Rounder,421.25,144.43,24.86,17,30,309,108,0,2,19,0,0,3.87,9.89,43.7,886,42,53,195,1,29,Capped,0.89,,,,
Synthetic_Player_182,International,New Zealand,Fast-All Rounder,3054.14,113.95,24.4,159,222,2280,690,0,12,157,11,0,5.11,8.43,27.92,4126,126,284,856,2,38,Capped,1.18,,,,
Synthetic_Player_183,International,New Zealand,Fast-All Rounder,-165.84,90.99,20.41,2,13,249,70,0,-2,46,7,1,8.29,8.7,18.2,696,23,49,123,0,29,Capped,1.33,,,,
Synthetic_Player_184,International,New Zealand,Fast-All Rounder,1882.73,122.45,37.61,87,148,1359,372,0,12,21,1,0,5.36,8.99,27.85,496,23,46,92,0,35,Capped,2.56,,,,
Synthetic_Player_185,International,Australia,Spin-All Rounder,2825.87,155.69,23.68,139,214,2076,705,0,13,104,5,0,4.02,7.38,27.9,2859,101,151,843,4,39,Capped,1.48,,,,
Synthetic_Player_186,International,India,Spin-All Rounder,1628.46,143.47,19.51,72,141,1352,464,0,4,136,8,0,3.97,7.27,29.49,4103,152,246,1104,2,36,Uncapped,7.83,,,,
Synthetic_Player_187,International,Australia,Fast-All Rounder,1735.76,126.4,27.67,93,148,1104,427,1,10,34,1,0,4.69,9.87,35.68,1166,48,91,242,0,34,Capped,4.22,,,,
Synthetic_Player_188,International,Afghanistan,Fast-All Rounder,1233.75,140.67,29.57,62,86,911,290,0,6,39,2,0,5.53,8.69,28.51,1009,36,78,217,0,33,Capped,1.42,,,,
Synthetic_Player_189,International,New Zealand,Fast-All Rounder,474.57,258.91,26.74,22,39,368,115,0,2,45,4,0,5.77,9.4,30.3,1266,38,108,238,0,28,Capped,0.02,,,,
Synthetic_Player_190,International,New Zealand,Spin-All Rounder,3261.9,148.95,33.78,180,245,2266,742,2,22,30,1,0,4.81,8.71,29.99,875,41,56,205,0,30,Capped,1.98,,,,
Synthetic_Player_191,International,New Zealand,Fast-All Rounder,685.67,611.77,28.34,23,58,526,164,0,4,47,4,0,7.66,9.61,23.06,1223,40,122,235,0,27,Capped,1.6,,,,
Synthetic_Player_192,International,Netherlands,Fast-All Rounder,481.62,126.08,24.57,24,38,377,135,0,2,19,2,0,6.5,8.06,21.64,454,13,34,104,0,27,Capped,0.93,,,,
Synthetic_Player_193,International,England,Fast-All Rounder,476.46,121.19,19.92,21,37,401,149,0,1,35,2,0,4.22,8.7,35.11,1283,52,97,293,1,29,Capped,0.73,,,,
Synthetic_Player_194,International,India,Fast-All Rounder,430.64,125.7,13.58,13,41,437,148,0,1,98,7,0,5.04,8.44,24.14,2643,98,227,677,3,30,Uncapped,1.79,,,,
Synthetic_Player_195,Domestic,India,Spin-All Rounder,1506.49,141.99,22.15,52,110,1101,391,0,2,75,6,0,3.87,7.77,32.45,2445,101,171,656,1,33,Uncapped,6.01,,,,
Synthetic_Player_196,International,New Zealand,Fast-All Rounder,1996.16,152.46,30.57,87,163,1407,451,0,12,34,1,0,4.86,9.12,33.14,1072,42,81,223,0,35,Capped,1.85,,,,
Synthetic_Player_197,International,Afghanistan,Fast-All Rounder,1157.05,132.44,28.99,53,76,843,268,0,6,46,2,0,5.37,8.95,29.46,1290,44,109,279,0,30,Capped,0.3,,,,
Synthetic_Player_198,International,India,Spin-All Rounder,2132.15,139.46,27.95,102,163,1454,504,0,6,65,6,0,4.4,8.62,35.01,2142,97,182,558,1,33,Capped,10.01,,,,
Synthetic_Player_199,International,Australia,Spin-All Rounder,1813.86,150.33,31.72,91,159,1350,424,1,13,26,2,0,5.63,8.39,23.16,697,31,52,165,1,35,Capped,3.62,,,,
Synthetic_Player_200,International,India,Spin-All Rounder,1665.9,162.21,24.54,67,139,1218,415,0,6,64,4,0,4.31,8.02,31.93,1919,75,138,473,1,34,Capped,3.42,,,,
Synthetic_Player_201,International,New Zealand,Spin-All Rounder,1340.94,142.46,24.77,54,104,954,338,0,6,50,2,0,4.82,8.13,29.29,1419,60,101,366,1,34,Capped,1.47,,,,
Synthetic_Player_202,International,India,Spin-All Rounder,373.22,165.09,6.6,32,41,684,205,0,0,179,11,0,4.41,7.56,30.9,5275,184,279,1340,4,38,Capped,8.52,,,,
Synthetic_Player_203,International,England,Fast-All Rounder,775.06,138.98,29.81,38,57,598,186,0,4,27,1,0,5.73,8.92,28.52,722,24,52,165,0,30,Capped,1.81,,,,
Synthetic_Player_204,International,England,Fast-All Rounder,1106.9,137.13,20.32,63,84,738,234,0,3,101,11,1,5.72,9.24,26.92,2740,96,242,565,1,31,Capped,1.51,,,,
Synthetic_Player_205,International,Afghanistan,Fast-All Rounder,1493.42,171.55,26.12,81,106,1030,358,0,6,63,3,0,5.5,8.91,27.88,1690,60,143,368,0,30,Capped,2.79,,,,
Synthetic_Player_206,International,Afghanistan,Spin-All Rounder,293.37,135.13,14.2,15,20,206,76,0,0,125,11,0,4.91,7.16,21.11,3131,123,205,996,4,27,Capped,13.01,,,,
Synthetic_Player_207,Domestic,India,Spin-All Rounder,1820.91,170.75,24.8,74,160,1297,482,0,5,81,7,0,4.15,7.5,29.64,2352,92,163,653,1,34,Uncapped,3.78,,,,
Synthetic_Player_208,International,India,Spin-All Rounder,1778.01,143.6,21.4,76,162,1434,484,0,5,125,9,0,4.27,7.25,27.5,3463,126,212,906,2,34,Capped,5.45,,,,
